name	taxid
Noviherbaspirillum denitrificans	1968433
Noviherbaspirillum humi	1688639
Noviherbaspirillum malthae	1260987
Noviherbaspirillum massiliense	1095769
Noviherbaspirillum psychrotolerans	1125875
Noviherbaspirillum soli	1064518
Noviherbaspirillum suwonense	1224511
Novispirillum itersonii	189
Novosphingobium acidiphilum	505248
Novosphingobium aquaticum	1602736
Novosphingobium aquiterrae	624388
Novosphingobium arabidopsis	1305696
Novosphingobium aromaticivorans	48935
Novosphingobium barchaimii	1420591
Novosphingobium bradum	1737444
Novosphingobium capsulatum	13688
Novosphingobium colocasiae	1256513
Novosphingobium endophyticum	1955250
Novosphingobium flavum	1778672
Novosphingobium fluoreni	1391222
Novosphingobium fontis	1737443
Novosphingobium fuchskuhlense	1117702
Novosphingobium ginsenosidimutans	1176536
Novosphingobium gossypii	1604774
Novosphingobium guangzhouense	1850347
Novosphingobium hassiacum	173676
Novosphingobium indicum	462949
Novosphingobium kunmingense	1211806
Novosphingobium lentum	1219033
Novosphingobium lindaniclasticum	1096930
Novosphingobium lotistagni	1736684
Novosphingobium malaysiense	1348853
Novosphingobium marinum	1514948
Novosphingobium mathurense	428990
Novosphingobium naphthae	1776118
Novosphingobium naphthalenivorans	273168
Novosphingobium nitrogenifigens	983920
Novosphingobium oryzae	1522744
Novosphingobium panipatense	428991
Novosphingobium pentaromativorans	205844
Novosphingobium piscinae	1507448
Novosphingobium pokkalii	1770194
Novosphingobium resinovorum	158500
Novosphingobium rhizosphaerae	1551649
Novosphingobium rosa	76978
Novosphingobium sediminicola	563162
Novosphingobium sediminis	707214
Novosphingobium soli	574956
Novosphingobium stygium	48937
Novosphingobium subterraneum	48936
Novosphingobium taihuense	260085
Novosphingobium tardaugens	169176
Novosphingobium tardum	1538021
Novosphingobium yangbajingensis	468603
Numidum massiliense	1522315
Obesumbacterium proteus	82983
Oblitimonas alkaliphila	1697053
Oceanibacterium hippocampi	745714
Oceanicaulis alexandrii	153233
Oceanicaulis stylophorae	763065
Oceanicella actignis	1189325
Oceanicoccus sagamiensis	716816
Oceanicola granulosus	252302
Oceanicola litoreus	1217970
Oceanihabitans sediminis	1812012
Oceanimonas baumannii	129578
Oceanimonas denitrificans	335839
Oceanimonas doudoroffii	84158
Oceanimonas smirnovii	264574
Oceaniovalibus guishaninsula	1231392
Oceanirhabdus sediminicola	1176697
Oceaniserpentilla haliotis	450804
Oceanisphaera arctica	641510
Oceanisphaera donghaensis	346183
Oceanisphaera litoralis	225144
Oceanisphaera marina	2017550
Oceanisphaera ostreae	914151
Oceanisphaera profunda	1416627
Oceanisphaera psychrotolerans	1414654
Oceanisphaera sediminis	981381
Oceanistipes pacificus	414370
Oceanivirga salmonicida	1769291
Oceanobacillus aidingensis	645964
Oceanobacillus arenosus	1229153
Oceanobacillus bengalensis	1435466
Oceanobacillus caeni	405946
Oceanobacillus chironomi	381706
Oceanobacillus chungangensis	1229152
Oceanobacillus cibarius	453841
Oceanobacillus damuensis	937928
Oceanobacillus endoradicis	1805671
Oceanobacillus gochujangensis	1095191
Oceanobacillus halophilus	930130
Oceanobacillus iheyensis	182710
Oceanobacillus indicireducens	1004261
Oceanobacillus jeddahense	1462527
Oceanobacillus kapialis	481353
Oceanobacillus kimchii	746691
Oceanobacillus limi	930131
Oceanobacillus locisalsi	546107
Oceanobacillus longus	930120
Oceanobacillus luteolus	1274358
Oceanobacillus manasiensis	586413
Oceanobacillus massiliensis	946235
Oceanobacillus neutriphilus	531815
Oceanobacillus oncorhynchi	545501
Oceanobacillus pacificus	1247518
Oceanobacillus picturae	171693
Oceanobacillus polygoni	1235259
Oceanobacillus profundus	372463
Oceanobacillus rekensis	937927
Oceanobacillus senegalensis	1936063
Oceanobacillus sojae	582851
Oceanobacillus timonensis	1926285
Oceanobacter kriegii	64972
Oceanobacterium insulare	1123956
Oceanococcus atlanticus	1317117
Oceanospirillum beijerinckii	64976
Oceanospirillum linum	966
Oceanospirillum maris	64977
Oceanospirillum multiglobuliferum	64969
Oceanospirillum nioense	1107892
Oceanospirillum sanctuarii	1434821
Ochrobactrum anthropi	529
Ochrobactrum ciceri	391287
Ochrobactrum cytisi	407152
Ochrobactrum daejeonense	659015
Ochrobactrum endophyticum	1963359
Ochrobactrum gallinifaecis	215590
Ochrobactrum grignonense	94627
Ochrobactrum haematophilum	419474
Ochrobactrum intermedium	94625
Ochrobactrum lupini	255457
Ochrobactrum oryzae	335286
Ochrobactrum pecoris	867683
Ochrobactrum pituitosum	571256
Ochrobactrum pseudintermedium	370111
Ochrobactrum pseudogrignonense	419475
Ochrobactrum rhizosphaerae	571254
Ochrobactrum shiyianus	320653
Ochrobactrum thiophenivorans	571255
Ochrobactrum tritici	94626
Octadecabacter arcticus	53946
Octadecabacter ascidiaceicola	1655543
Odoribacter denticanis	283169
Odoribacter laneus	626933
Odoribacter splanchnicus	28118
Oenococcus alcoholitolerans	931074
Oenococcus kitaharae	336988
Oenococcus oeni	1247
Oerskovia enterophila	43678
Oerskovia ginkgo	480998
Oerskovia jenensis	162169
Oerskovia paurometabola	162170
Oerskovia turbata	1713
Oharaeibacter diazotrophicus	1920512
Ohtaekwangia koreensis	688867
Okadaella gastrococcus	948105
Okibacterium endophyticum	1521118
Okibacterium fritillariae	123320
Olegusella massiliensis	1776381
Oleiagrimonas citrea	1665687
Oleiagrimonas soli	1543381
Oleibacter marinus	484498
Oleiphilus messinensis	141451
Oleispira antarctica	188908
Oleispira lenta	555883
Oleomonas sagaranensis	89018
Oligella ureolytica	1122619
Oligella urethralis	90245
Oligotropha carboxidovorans	40137
Olleya aquimaris	639310
Olleya marilimosa	272164
Olleya namhaensis	1144750
Olsenella profusa	138595
Olsenella scatoligenes	1299998
Olsenella uli	633147
Olsenella umbonata	604330
Olsenella urininfantis	1871033
Orbus hercynius	593135
Orenia chitinitropha	1434881
Orenia marismortui	46469
Orenia metallireducens	1413210
Orenia salinaria	85450
Orenia sivashensis	96940
Oribacterium asaccharolyticum	796944
Oribacterium parvum	796943
Oribacterium sinus	237576
Oricola cellulosilytica	1429082
Orientia chuto	911112
Orientia tsutsugamushi	784
Ornithinibacillus bavariensis	545502
Ornithinibacillus californiensis	161536
Ornithinibacillus composti	1510469
Ornithinibacillus contaminans	694055
Ornithinibacillus halophilus	930117
Ornithinibacillus halotolerans	1274357
Ornithinibacillus heyuanensis	1392876
Ornithinibacillus massiliensis	1944633
Ornithinibacillus scapharcae	1147159
Ornithinibacter aureus	622664
Ornithinicoccus halotolerans	1748220
Ornithinicoccus hortensis	82346
Ornithinimicrobium algicola	1671577
Ornithinimicrobium flavum	1288636
Ornithinimicrobium humiphilum	125288
Ornithinimicrobium kibberense	282060
Ornithinimicrobium murale	1050153
Ornithinimicrobium pekingense	384677
Ornithinimicrobium tianjinense	1195761
Ornithobacterium rhinotracheale	28251
Orrella dioscoreae	1851544
Oryzihumus leptocrescens	297536
Oryzihumus soli	1634995
Oryzihumus terrae	1443800
Oryzisolibacter propanilivorax	1527607
Oryzobacter terrae	1620385
Oryzomicrobium terrae	1735038
Oscilibacter massiliensis	1841866
Oscillatoria sancta	129962
Oscillibacter ruminantium	1263547
Oscillibacter valericigenes	351091
Oscillospira guilliermondii	119853
Otariodibacter oris	1032623
Ottowia beijingensis	1207057
Ottowia pentelensis	511108
Ottowia shaoguanensis	1335047
Ottowia thiooxydans	219182
Oxalicibacterium faecigallinarum	573741
Oxalicibacterium flavum	179467
Oxalicibacterium horti	573739
Oxalicibacterium solurbis	69280
Oxalobacter formigenes	847
Oxalobacter vibrioformis	933080
Oxalophagus oxalicus	36848
Oxobacter pfennigii	36849
Pacaella massiliensis	1871009
Pacificimonas aurantium	1250540
Pacificimonas flava	1234595
Paenalcaligenes hermetiae	1157987
Paenalcaligenes hominis	643674
Paenalcaligenes suwonensis	1202713
Paenarthrobacter aurescens	43663
Paenarthrobacter histidinolovorans	43664
Paenarthrobacter ilicis	43665
Paenarthrobacter nicotinovorans	29320
Paenarthrobacter nitroguajacolicus	211146
Paenarthrobacter ureafaciens	37931
Paenibacillus abekawaensis	244733
Paenibacillus abyssi	1340531
Paenibacillus aceris	869555
Paenibacillus aceti	1820010
Paenibacillus aestuarii	516965
Paenibacillus agarexedens	171401
Paenibacillus agaridevorans	171404
Paenibacillus alginolyticus	59839
Paenibacillus algorifonticola	684063
Paenibacillus alkaliterrae	320909
Paenibacillus alvei	44250
Paenibacillus amylolyticus	1451
Paenibacillus anaericanus	170367
Paenibacillus antarcticus	253703
Paenibacillus antibioticophila	1274374
Paenibacillus apiarius	46240
Paenibacillus apis	1792174
Paenibacillus aquistagni	1852522
Paenibacillus arachidis	1500780
Paenibacillus arcticus	1682150
Paenibacillus assamensis	311244
Paenibacillus aurantiacus	1936118
Paenibacillus azoreducens	116718
Paenibacillus baekrokdamisoli	1712516
Paenibacillus barcinonensis	198119
Paenibacillus barengoltzii	343517
Paenibacillus beijingensis	1126833
Paenibacillus borealis	160799
Paenibacillus bouchesdurhonensis	1870990
Paenibacillus bovis	1616788
Paenibacillus brasilensis	128574
Paenibacillus brassicae	1126832
Paenibacillus caespitis	446368
Paenibacillus camelliae	512410
Paenibacillus camerounensis	1243663
Paenibacillus campinasensis	66347
Paenibacillus castaneae	474957
Paenibacillus catalpae	1045775
Paenibacillus cathormii	1539108
Paenibacillus cavernae	1660197
Paenibacillus cellulositrophicus	562959
Paenibacillus chartarius	747481
Paenibacillus chibensis	59846
Paenibacillus chinensis	1670639
Paenibacillus chinjuensis	103815
Paenibacillus chitinolyticus	1220558
Paenibacillus chitinolyticus	79263
Paenibacillus chondroitinus	59842
Paenibacillus chungangensis	696535
Paenibacillus cineris	237530
Paenibacillus cisolokensis	1658519
Paenibacillus contaminans	450362
Paenibacillus cookii	157839
Paenibacillus crassostreae	1763538
Paenibacillus curdlanolyticus	59840
Paenibacillus daejeonensis	135193
Paenibacillus darangshiensis	426346
Paenibacillus darwinianus	1380763
Paenibacillus dauci	1567106
Paenibacillus dendritiformis	130049
Paenibacillus dongdonensis	1476543
Paenibacillus donghaensis	414771
Paenibacillus doosanensis	1229154
Paenibacillus durus	44251
Paenibacillus edaphicus	61623
Paenibacillus ehimensis	79264
Paenibacillus elgii	189691
Paenibacillus endophyticus	1294268
Paenibacillus enshidis	1458439
Paenibacillus etheri	1306852
Paenibacillus eucommiae	1355755
Paenibacillus faecis	862114
Paenibacillus favisporus	221028
Paenibacillus ferrarius	1469647
Paenibacillus filicis	669464
Paenibacillus fonticola	379896
Paenibacillus forsythiae	365616
Paenibacillus frigoriresistens	1143711
Paenibacillus fujiensis	208550
Paenibacillus gansuensis	306542
Paenibacillus gelatinilyticus	1579330
Paenibacillus ginsengagri	363857
Paenibacillus ginsengarvi	400777
Paenibacillus ginsengihumi	1122919
Paenibacillus glacialis	494026
Paenibacillus glebae	446369
Paenibacillus glucanolyticus	59843
Paenibacillus glycanilyticus	126569
Paenibacillus gorillae	1243662
Paenibacillus graminis	189425
Paenibacillus granivorans	119702
Paenibacillus guangzhouensis	1473112
Paenibacillus harenae	306543
Paenibacillus hemerocallicola	1172614
Paenibacillus herberti	1619309
Paenibacillus hispanicus	1851510
Paenibacillus hodogayensis	279208
Paenibacillus hordei	980239
Paenibacillus humicus	412861
Paenibacillus hunanensis	539262
Paenibacillus ihumii	687436
Paenibacillus illinoisensis	59845
Paenibacillus intestini	1792175
Paenibacillus jamilae	114136
Paenibacillus jilunlii	682956
Paenibacillus kobensis	59841
Paenibacillus koleovorans	121608
Paenibacillus konsidensis	479474
Paenibacillus koreensis	117184
Paenibacillus kribbensis	172713
Paenibacillus kyungheensis	1452732
Paenibacillus lactis	228574
Paenibacillus lacus	1615953
Paenibacillus larvae	1464
Paenibacillus lautus	1401
Paenibacillus lemnae	1330551
Paenibacillus lentimorbus	78058
Paenibacillus lentus	1338368
Paenibacillus liaoningensis	1473182
Paenibacillus lupini	1450204
Paenibacillus macerans	44252
Paenibacillus macquariensis	948756
Paenibacillus marchantiophytorum	1619310
Paenibacillus marinisediminis	1031539
Paenibacillus marinum	1033264
Paenibacillus massiliensis	225917
Paenibacillus medicaginis	1470560
Paenibacillus mendelii	206163
Paenibacillus mobilis	1715729
Paenibacillus montaniterrae	429341
Paenibacillus motobuensis	295324
Paenibacillus mucilaginosus	61624
Paenibacillus nanensis	393251
Paenibacillus naphthalenovorans	162209
Paenibacillus nasutitermitis	1652958
Paenibacillus nematophilus	200132
Paenibacillus nicotianae	1526551
Paenibacillus oceanisediminis	1356243
Paenibacillus odorifer	189426
Paenibacillus oenotherae	1435645
Paenibacillus oryzae	1844972
Paenibacillus ourofinensis	486955
Paenibacillus pabuli	1472
Paenibacillus panacisoli	363858
Paenibacillus panaciterrae	1510164
Paenibacillus pasadenensis	217090
Paenibacillus pectinilyticus	512399
Paenibacillus peoriae	59893
Paenibacillus periandrae	1761741
Paenibacillus phocaensis	1776378
Paenibacillus phoenicis	554117
Paenibacillus phyllosphaerae	274593
Paenibacillus physcomitrellae	1619311
Paenibacillus pini	1236976
Paenibacillus pinihumi	1122924
Paenibacillus pinisoli	1276110
Paenibacillus pocheonensis	363860
Paenibacillus polymyxa	1406
Paenibacillus polysaccharolyticus	582692
Paenibacillus popilliae	1212764
Paenibacillus popilliae	78057
Paenibacillus populi	1473572
Paenibacillus profundus	1173085
Paenibacillus prosopidis	630520
Paenibacillus provencensis	441151
Paenibacillus pueri	512397
Paenibacillus puernese	1574275
Paenibacillus puldeungensis	696536
Paenibacillus purispatii	556177
Paenibacillus qingshengii	1585241
Paenibacillus qinlingensis	1837343
Paenibacillus quercus	1234628
Paenibacillus radicis	1737354
Paenibacillus relictisesami	796573
Paenibacillus residui	629724
Paenibacillus rhizoplanae	1917181
Paenibacillus rhizoryzae	1604721
Paenibacillus rhizosphaerae	297318
Paenibacillus rigui	554312
Paenibacillus riograndensis	1073571
Paenibacillus ripae	1617979
Paenibacillus rubinfantis	1720296
Paenibacillus ruminocola	332409
Paenibacillus sabinae	365617
Paenibacillus sacheonensis	742054
Paenibacillus salinicaeni	1565089
Paenibacillus sanguinis	225906
Paenibacillus sediminis	664909
Paenibacillus segetis	1325360
Paenibacillus selenii	1463157
Paenibacillus selenitireducens	1324314
Paenibacillus senegalensis	1033743
Paenibacillus senegalimassiliensis	1737426
Paenibacillus septentrionalis	429342
Paenibacillus sepulcri	359917
Paenibacillus shenyangensis	1434724
Paenibacillus shirakamiensis	1265935
Paenibacillus siamensis	429340
Paenibacillus silagei	1670801
Paenibacillus silvae	1325358
Paenibacillus sinopodophylli	1837342
Paenibacillus solani	1705565
Paenibacillus soli	361876
Paenibacillus sonchi	1173684
Paenibacillus sophorae	1333845
Paenibacillus sputi	646095
Paenibacillus stellifer	169760
Paenibacillus susongensis	1475022
Paenibacillus swuensis	1178515
Paenibacillus taichungensis	484184
Paenibacillus taihuensis	1156355
Paenibacillus taiwanensis	401638
Paenibacillus taohuashanense	1184688
Paenibacillus tarimensis	416012
Paenibacillus telluris	446370
Paenibacillus terrae	159743
Paenibacillus terreus	1387834
Paenibacillus terrigena	369333
Paenibacillus thailandensis	393250
Paenibacillus thermoaerophilus	1215385
Paenibacillus thermophilus	1181891
Paenibacillus thiaminolyticus	49283
Paenibacillus tianmuensis	624147
Paenibacillus tibetensis	1561923
Paenibacillus timonensis	225915
Paenibacillus timonensis	1205673
Paenibacillus tritici	1873425
Paenibacillus triticisoli	1155956
Paenibacillus tuaregi	1816681
Paenibacillus tundrae	528187
Paenibacillus turicensis	160487
Paenibacillus tylopili	421768
Paenibacillus typhae	1174501
Paenibacillus tyrfis	1501230
Paenibacillus uliginis	683737
Paenibacillus urinalis	1204727
Paenibacillus validus	44253
Paenibacillus vini	1476024
Paenibacillus vortex	71995
Paenibacillus vulneris	1133364
Paenibacillus wenxiniae	1636843
Paenibacillus wooponensis	554310
Paenibacillus woosongensis	307580
Paenibacillus wulumuqiensis	1567107
Paenibacillus wynnii	268407
Paenibacillus xanthinilyticus	1211325
Paenibacillus xinjiangensis	306544
Paenibacillus xylanexedens	528191
Paenibacillus xylaniclasticus	588083
Paenibacillus xylanilyticus	248903
Paenibacillus xylanisolvens	634126
Paenibacillus yonginensis	1462996
Paenibacillus yunnanensis	1538658
Paenibacillus zanthoxyli	369399
Paenibacillus zeae	1670645
Paeniclostridium ghonii	29358
Paeniclostridium sordellii	1505
Paeniglutamicibacter antarcticus	494023
Paeniglutamicibacter cryotolerans	670079
Paeniglutamicibacter gangotriensis	254787
Paeniglutamicibacter kerguelensis	254788
Paeniglutamicibacter psychrophenolicus	257454
Paeniglutamicibacter sulfureus	43666
Paenirhodobacter enshiensis	1105367
Paenisporosarcina antarctica	417367
Paenisporosarcina indica	650093
Paenisporosarcina macmurdoensis	212659
Paenisporosarcina quisquiliarum	365346
Paenochrobactrum gallinarii	643673
Paenochrobactrum glaciei	486407
Paenochrobactrum pullorum	1324351
Pajaroellobacter abortibovis	1882918
Palleronia abyssalis	1501240
Palleronia marisminoris	315423
Palleronia soli	1570283
Paludibacter jiangxiensis	681398
Paludibacter propionicigenes	185300
Paludibacter propionicigenes	694427
Paludibacterium paludis	1225769
Paludibacterium purpuratum	1144873
Paludibacterium yongneupense	400061
Paludifilum halophilum	1642702
Panacagrimonas perspica	381431
Panacibacter ginsenosidivorans	1813871
Pandoraea apista	93218
Pandoraea faecigallinarum	656179
Pandoraea norimbergensis	93219
Pandoraea oxalativorans	573737
Pandoraea pnomenusa	93220
Pandoraea pulmonicola	93221
Pandoraea sputorum	93222
Pandoraea terrae	1537710
Pandoraea thiooxydans	445709
Pandoraea vervacti	656178
Pannonibacter indicus	466044
Pannonibacter phragmitetus	121719
Pantoea agglomerans	549
Pantoea alhagi	1891675
Pantoea allii	574096
Pantoea ananatis	553
Pantoea anthophila	470931
Pantoea beijingensis	1324864
Pantoea brenneri	472694
Pantoea calida	665913
Pantoea cedenensis (Erwinia cedenensis)	92932
